t_s,uy_mass_m
1.272000000000000019e-04,-1.602116620841200547e-12
1.274000000000000067e-04,-1.602066549869095928e-12
1.275999999999999845e-04,-1.602016478896988683e-12
1.277999999999999893e-04,-1.601966407924880832e-12
1.279999999999999942e-04,-1.601916336952781665e-12
1.281999999999999991e-04,-1.601866265980674218e-12
1.284000000000000039e-04,-1.601816195008574243e-12
1.285999999999999817e-04,-1.601766124036469624e-12
1.287999999999999865e-04,-1.601716053064361369e-12
1.289999999999999914e-04,-1.601783359574215108e-12
1.291999999999999963e-04,-1.602085681648820430e-12
1.294000000000000011e-04,-1.602388003723425348e-12
1.296000000000000060e-04,-1.602690325798022996e-12
1.297999999999999838e-04,-1.602992647872627309e-12
1.299999999999999886e-04,-1.603294969947227784e-12
